measurement_key,float_key,measurement_time,lat,lon,pressure,temperature,salinity
2390,1,2007-01-11 12:14:55.997998,-39.356,75.331,1000.1,5.519,34.374
2391,1,2007-01-11 12:14:55.997998,-39.356,75.331,1047.8,5.126,34.355
2392,1,2007-01-11 12:14:55.997998,-39.356,75.331,1100.3,4.766,34.342
2393,1,2007-01-11 12:14:55.997998,-39.356,75.331,1149.9,4.43,34.344
2394,1,2007-01-11 12:14:55.997998,-39.356,75.331,1199.7,4.063,34.349
2395,1,2007-01-11 12:14:55.997998,-39.356,75.331,1249.9,3.864,34.375
2396,1,2007-01-11 12:14:55.997998,-39.356,75.331,1299.7,3.682,34.388
2397,1,2007-01-11 12:14:55.997998,-39.356,75.331,1349.7,3.511,34.41
2398,1,2007-01-11 12:14:55.997998,-39.356,75.331,1399.5,3.383,34.435
2399,1,2007-01-11 12:14:55.997998,-39.356,75.331,1450.2,3.262,34.459
2400,1,2007-01-11 12:14:55.997998,-39.356,75.331,1500.1,3.147,34.482
2401,1,2007-01-11 12:14:55.997998,-39.356,75.331,1549.8,3.038,34.51
2402,1,2007-01-11 12:14:55.997998,-39.356,75.331,1600.2,2.962,34.533
2403,1,2007-01-11 12:14:55.997998,-39.356,75.331,1650.3,2.894,34.553
2404,1,2007-01-11 12:14:55.997998,-39.356,75.331,1699.9,2.834,34.572
2405,1,2007-01-11 12:14:55.997998,-39.356,75.331,1749.9,2.774,34.593
2406,1,2007-01-11 12:14:55.997998,-39.356,75.331,1799.8,2.729,34.611
2407,1,2007-01-11 12:14:55.997998,-39.356,75.331,1849.8,2.684,34.63
2408,1,2007-01-11 12:14:55.997998,-39.356,75.331,1899.5,2.65,34.643
2409,1,2007-01-11 12:14:55.997998,-39.356,75.331,1950.2,2.576,34.662
2410,1,2007-01-11 12:14:55.997998,-39.356,75.331,2000.4,2.516,34.677
2411,1,2007-01-11 12:14:55.997998,-39.356,75.331,6.6,16.723,35.127
2412,1,2007-01-11 12:14:55.997998,-39.356,75.331,9.8,16.719,35.127
2413,1,2007-01-11 12:14:55.997998,-39.356,75.331,20.2,16.701,35.126
2414,1,2007-01-11 12:14:55.997998,-39.356,75.331,30.4,16.686,35.126
2415,1,2007-01-11 12:14:55.997998,-39.356,75.331,40.7,16.674,35.113
2416,1,2007-01-11 12:14:55.997998,-39.356,75.331,50.1,14.795,35.192
2417,1,2007-01-11 12:14:55.997998,-39.356,75.331,60.3,14.091,35.213
2418,1,2007-01-11 12:14:55.997998,-39.356,75.331,70.5,13.575,35.166
2419,1,2007-01-11 12:14:55.997998,-39.356,75.331,80.6,13.368,35.178
2420,1,2007-01-11 12:14:55.997998,-39.356,75.331,90.1,13.421,35.24
2421,1,2007-01-11 12:14:55.997998,-39.356,75.331,100.1,13.102,35.193
2422,1,2007-01-11 12:14:55.997998,-39.356,75.331,110.4,12.951,35.171
2423,1,2007-01-11 12:14:55.997998,-39.356,75.331,120.0,12.988,35.21
2424,1,2007-01-11 12:14:55.997998,-39.356,75.331,130.1,12.889,35.19
2425,1,2007-01-11 12:14:55.997998,-39.356,75.331,139.9,12.697,35.156
2426,1,2007-01-11 12:14:55.997998,-39.356,75.331,149.8,12.628,35.151
2427,1,2007-01-11 12:14:55.997998,-39.356,75.331,160.0,12.603,35.152
2428,1,2007-01-11 12:14:55.997998,-39.356,75.331,169.9,12.62,35.163
2429,1,2007-01-11 12:14:55.997998,-39.356,75.331,180.0,12.623,35.169
2430,1,2007-01-11 12:14:55.997998,-39.356,75.331,190.2,12.513,35.146
2431,1,2007-01-11 12:14:55.997998,-39.356,75.331,200.4,12.52,35.152
2432,1,2007-01-11 12:14:55.997998,-39.356,75.331,209.7,12.459,35.141
2433,1,2007-01-11 12:14:55.997998,-39.356,75.331,218.8,12.396,35.128
2434,1,2007-01-11 12:14:55.997998,-39.356,75.331,230.6,12.311,35.111
2435,1,2007-01-11 12:14:55.997998,-39.356,75.331,240.0,12.305,35.114
2436,1,2007-01-11 12:14:55.997998,-39.356,75.331,250.3,12.259,35.108
2437,1,2007-01-11 12:14:55.997998,-39.356,75.331,259.8,12.23,35.103
2438,1,2007-01-11 12:14:55.997998,-39.356,75.331,270.3,12.204,35.099
2439,1,2007-01-11 12:14:55.997998,-39.356,75.331,280.5,12.141,35.089
2440,1,2007-01-11 12:14:55.997998,-39.356,75.331,289.9,12.107,35.083
2441,1,2007-01-11 12:14:55.997998,-39.356,75.331,300.2,12.074,35.078
2442,1,2007-01-11 12:14:55.997998,-39.356,75.331,310.1,12.033,35.072
2443,1,2007-01-11 12:14:55.997998,-39.356,75.331,320.0,12.011,35.069
2444,1,2007-01-11 12:14:55.997998,-39.356,75.331,330.1,11.971,35.062
2445,1,2007-01-11 12:14:55.997998,-39.356,75.331,339.9,11.933,35.057
2446,1,2007-01-11 12:14:55.997998,-39.356,75.331,350.4,11.9,35.051
2447,1,2007-01-11 12:14:55.997998,-39.356,75.331,360.0,11.884,35.05
2448,1,2007-01-11 12:14:55.997998,-39.356,75.331,379.8,11.844,35.047
2449,1,2007-01-11 12:14:55.997998,-39.356,75.331,400.0,11.925,35.069
2450,1,2007-01-11 12:14:55.997998,-39.356,75.331,450.5,11.638,35.014
2451,1,2007-01-11 12:14:55.997998,-39.356,75.331,500.1,11.211,34.938
2452,1,2007-01-11 12:14:55.997998,-39.356,75.331,550.4,10.802,34.876
2453,1,2007-01-11 12:14:55.997998,-39.356,75.331,599.7,10.324,34.808
2454,1,2007-01-11 12:14:55.997998,-39.356,75.331,650.1,9.837,34.757
2455,1,2007-01-11 12:14:55.997998,-39.356,75.331,699.5,9.092,34.673
2456,1,2007-01-11 12:14:55.997998,-39.356,75.331,750.1,8.499,34.61
2457,1,2007-01-11 12:14:55.997998,-39.356,75.331,800.0,7.894,34.555
2458,1,2007-01-11 12:14:55.997998,-39.356,75.331,850.4,7.144,34.494
2459,1,2007-01-11 12:14:55.997998,-39.356,75.331,900.5,6.502,34.44
2460,1,2007-01-11 12:14:55.997998,-39.356,75.331,950.1,6.053,34.409
2461,1,2007-01-11 12:14:55.997998,-39.356,75.331,1000.1,5.519,34.374
2462,1,2007-01-11 12:14:55.997998,-39.356,75.331,1047.8,5.126,34.355
2463,1,2007-01-11 12:14:55.997998,-39.356,75.331,1100.3,4.766,34.342
2464,1,2007-01-11 12:14:55.997998,-39.356,75.331,1149.9,4.43,34.344
2465,1,2007-01-11 12:14:55.997998,-39.356,75.331,1199.7,4.063,34.349
2466,1,2007-01-11 12:14:55.997998,-39.356,75.331,1249.9,3.864,34.375
2467,1,2007-01-11 12:14:55.997998,-39.356,75.331,1299.7,3.682,34.388
2468,1,2007-01-11 12:14:55.997998,-39.356,75.331,1349.7,3.511,34.41
2469,1,2007-01-11 12:14:55.997998,-39.356,75.331,1399.5,3.383,34.435
2470,1,2007-01-11 12:14:55.997998,-39.356,75.331,1450.2,3.262,34.459
2471,1,2007-01-11 12:14:55.997998,-39.356,75.331,1500.1,3.147,34.482
2472,1,2007-01-11 12:14:55.997998,-39.356,75.331,1549.8,3.038,34.51
2473,1,2007-01-11 12:14:55.997998,-39.356,75.331,1600.2,2.962,34.533
2474,1,2007-01-11 12:14:55.997998,-39.356,75.331,1650.3,2.894,34.553
2475,1,2007-01-11 12:14:55.997998,-39.356,75.331,1699.9,2.834,34.572
2476,1,2007-01-11 12:14:55.997998,-39.356,75.331,1749.9,2.774,34.593
2477,1,2007-01-11 12:14:55.997998,-39.356,75.331,1799.8,2.729,34.611
2478,1,2007-01-11 12:14:55.997998,-39.356,75.331,1849.8,2.684,34.63
2479,1,2007-01-11 12:14:55.997998,-39.356,75.331,1899.5,2.65,34.643
2480,1,2007-01-11 12:14:55.997998,-39.356,75.331,1950.2,2.576,34.662
2481,1,2007-01-11 12:14:55.997998,-39.356,75.331,2000.4,2.516,34.677
2482,1,2007-01-11 12:14:55.997998,-39.356,75.331,6.6,16.723,35.127
2483,1,2007-01-11 12:14:55.997998,-39.356,75.331,9.8,16.719,35.127
2484,1,2007-01-11 12:14:55.997998,-39.356,75.331,20.2,16.701,35.126
2485,1,2007-01-11 12:14:55.997998,-39.356,75.331,30.4,16.686,35.126
2486,1,2007-01-11 12:14:55.997998,-39.356,75.331,40.7,16.674,35.113
2487,1,2007-01-11 12:14:55.997998,-39.356,75.331,50.1,14.795,35.192
2488,1,2007-01-11 12:14:55.997998,-39.356,75.331,60.3,14.091,35.213
2489,1,2007-01-11 12:14:55.997998,-39.356,75.331,70.5,13.575,35.166
2490,1,2007-01-11 12:14:55.997998,-39.356,75.331,80.6,13.368,35.178
2491,1,2007-01-11 12:14:55.997998,-39.356,75.331,90.1,13.421,35.24
2492,1,2007-01-11 12:14:55.997998,-39.356,75.331,100.1,13.102,35.193
2493,1,2007-01-11 12:14:55.997998,-39.356,75.331,110.4,12.951,35.171
2494,1,2007-01-11 12:14:55.997998,-39.356,75.331,120.0,12.988,35.21
2495,1,2007-01-11 12:14:55.997998,-39.356,75.331,130.1,12.889,35.19
2496,1,2007-01-11 12:14:55.997998,-39.356,75.331,139.9,12.697,35.156
2497,1,2007-01-11 12:14:55.997998,-39.356,75.331,149.8,12.628,35.151
2498,1,2007-01-11 12:14:55.997998,-39.356,75.331,160.0,12.603,35.152
2499,1,2007-01-11 12:14:55.997998,-39.356,75.331,169.9,12.62,35.163
2500,1,2007-01-11 12:14:55.997998,-39.356,75.331,180.0,12.623,35.169
2501,1,2007-01-11 12:14:55.997998,-39.356,75.331,190.2,12.513,35.146
2502,1,2007-01-11 12:14:55.997998,-39.356,75.331,200.4,12.52,35.152
2503,1,2007-01-11 12:14:55.997998,-39.356,75.331,209.7,12.459,35.141
2504,1,2007-01-11 12:14:55.997998,-39.356,75.331,218.8,12.396,35.128
2505,1,2007-01-11 12:14:55.997998,-39.356,75.331,230.6,12.311,35.111
2506,1,2007-01-11 12:14:55.997998,-39.356,75.331,240.0,12.305,35.114
2507,1,2007-01-11 12:14:55.997998,-39.356,75.331,250.3,12.259,35.108
2508,1,2007-01-11 12:14:55.997998,-39.356,75.331,259.8,12.23,35.103
2509,1,2007-01-11 12:14:55.997998,-39.356,75.331,270.3,12.204,35.099
2510,1,2007-01-11 12:14:55.997998,-39.356,75.331,280.5,12.141,35.089
2511,1,2007-01-11 12:14:55.997998,-39.356,75.331,289.9,12.107,35.083
2512,1,2007-01-11 12:14:55.997998,-39.356,75.331,300.2,12.074,35.078
2513,1,2007-01-11 12:14:55.997998,-39.356,75.331,310.1,12.033,35.072
2514,1,2007-01-11 12:14:55.997998,-39.356,75.331,320.0,12.011,35.069
2515,1,2007-01-11 12:14:55.997998,-39.356,75.331,330.1,11.971,35.062
2516,1,2007-01-11 12:14:55.997998,-39.356,75.331,339.9,11.933,35.057
2517,1,2007-01-11 12:14:55.997998,-39.356,75.331,350.4,11.9,35.051
2518,1,2007-01-11 12:14:55.997998,-39.356,75.331,360.0,11.884,35.05
2519,1,2007-01-11 12:14:55.997998,-39.356,75.331,379.8,11.844,35.047
2520,1,2007-01-11 12:14:55.997998,-39.356,75.331,400.0,11.925,35.069
2521,1,2007-01-11 12:14:55.997998,-39.356,75.331,450.5,11.638,35.014
2522,1,2007-01-11 12:14:55.997998,-39.356,75.331,500.1,11.211,34.938
2523,1,2007-01-11 12:14:55.997998,-39.356,75.331,550.4,10.802,34.876
2524,1,2007-01-11 12:14:55.997998,-39.356,75.331,599.7,10.324,34.808
2525,1,2007-01-11 12:14:55.997998,-39.356,75.331,650.1,9.837,34.757
2526,1,2007-01-11 12:14:55.997998,-39.356,75.331,699.5,9.092,34.673
2527,1,2007-01-11 12:14:55.997998,-39.356,75.331,750.1,8.499,34.61
2528,1,2007-01-11 12:14:55.997998,-39.356,75.331,800.0,7.894,34.555
2529,1,2007-01-11 12:14:55.997998,-39.356,75.331,850.4,7.144,34.494
2530,1,2007-01-11 12:14:55.997998,-39.356,75.331,900.5,6.502,34.44
2531,1,2007-01-11 12:14:55.997998,-39.356,75.331,950.1,6.053,34.409
2532,1,2007-01-11 12:14:55.997998,-39.356,75.331,1000.1,5.519,34.374
2533,1,2007-01-11 12:14:55.997998,-39.356,75.331,1047.8,5.126,34.355
2534,1,2007-01-11 12:14:55.997998,-39.356,75.331,1100.3,4.766,34.342
2535,1,2007-01-11 12:14:55.997998,-39.356,75.331,1149.9,4.43,34.344
2536,1,2007-01-11 12:14:55.997998,-39.356,75.331,1199.7,4.063,34.349
2537,1,2007-01-11 12:14:55.997998,-39.356,75.331,1249.9,3.864,34.375
2538,1,2007-01-11 12:14:55.997998,-39.356,75.331,1299.7,3.682,34.388
2539,1,2007-01-11 12:14:55.997998,-39.356,75.331,1349.7,3.511,34.41
2540,1,2007-01-11 12:14:55.997998,-39.356,75.331,1399.5,3.383,34.435
2541,1,2007-01-11 12:14:55.997998,-39.356,75.331,1450.2,3.262,34.459
2542,1,2007-01-11 12:14:55.997998,-39.356,75.331,1500.1,3.147,34.482
2543,1,2007-01-11 12:14:55.997998,-39.356,75.331,1549.8,3.038,34.51
2544,1,2007-01-11 12:14:55.997998,-39.356,75.331,1600.2,2.962,34.533
2545,1,2007-01-11 12:14:55.997998,-39.356,75.331,1650.3,2.894,34.553
2546,1,2007-01-11 12:14:55.997998,-39.356,75.331,1699.9,2.834,34.572
2547,1,2007-01-11 12:14:55.997998,-39.356,75.331,1749.9,2.774,34.593
2548,1,2007-01-11 12:14:55.997998,-39.356,75.331,1799.8,2.729,34.611
2549,1,2007-01-11 12:14:55.997998,-39.356,75.331,1849.8,2.684,34.63
2550,1,2007-01-11 12:14:55.997998,-39.356,75.331,1899.5,2.65,34.643
2551,1,2007-01-11 12:14:55.997998,-39.356,75.331,1950.2,2.576,34.662
2552,1,2007-01-11 12:14:55.997998,-39.356,75.331,2000.4,2.516,34.677
2553,1,2007-01-21 04:22:15.000513,-38.507,76.029,6.4,18.491,35.083
2554,1,2007-01-21 04:22:15.000513,-38.507,76.029,10.0,18.508,35.082
2555,1,2007-01-21 04:22:15.000513,-38.507,76.029,20.4,18.061,35.074
2556,1,2007-01-21 04:22:15.000513,-38.507,76.029,30.3,16.154,35.087
2557,1,2007-01-21 04:22:15.000513,-38.507,76.029,39.7,15.501,35.099
2558,1,2007-01-21 04:22:15.000513,-38.507,76.029,49.7,14.552,35.108
2559,1,2007-01-21 04:22:15.000513,-38.507,76.029,59.8,14.4,35.142
2560,1,2007-01-21 04:22:15.000513,-38.507,76.029,69.7,13.904,35.154
2561,1,2007-01-21 04:22:15.000513,-38.507,76.029,79.9,13.651,35.162
2562,1,2007-01-21 04:22:15.000513,-38.507,76.029,89.5,13.381,35.175
2563,1,2007-01-21 04:22:15.000513,-38.507,76.029,99.6,13.027,35.132
2564,1,2007-01-21 04:22:15.000513,-38.507,76.029,110.2,12.876,35.128
2565,1,2007-01-21 04:22:15.000513,-38.507,76.029,120.6,12.711,35.121
2566,1,2007-01-21 04:22:15.000513,-38.507,76.029,130.4,12.657,35.129
2567,1,2007-01-21 04:22:15.000513,-38.507,76.029,140.6,12.631,35.136
2568,1,2007-01-21 04:22:15.000513,-38.507,76.029,150.5,12.594,35.139
2569,1,2007-01-21 04:22:15.000513,-38.507,76.029,160.1,12.534,35.132
2570,1,2007-01-21 04:22:15.000513,-38.507,76.029,170.2,12.511,35.13
2571,1,2007-01-21 04:22:15.000513,-38.507,76.029,180.5,12.506,35.135
2572,1,2007-01-21 04:22:15.000513,-38.507,76.029,190.5,12.513,35.14
2573,1,2007-01-21 04:22:15.000513,-38.507,76.029,200.2,12.497,35.139
2574,1,2007-01-21 04:22:15.000513,-38.507,76.029,210.4,12.44,35.129
2575,1,2007-01-21 04:22:15.000513,-38.507,76.029,220.3,12.435,35.13
2576,1,2007-01-21 04:22:15.000513,-38.507,76.029,230.2,12.382,35.121
2577,1,2007-01-21 04:22:15.000513,-38.507,76.029,240.0,12.328,35.112
2578,1,2007-01-21 04:22:15.000513,-38.507,76.029,250.2,12.276,35.104
2579,1,2007-01-21 04:22:15.000513,-38.507,76.029,260.0,12.228,35.097
2580,1,2007-01-21 04:22:15.000513,-38.507,76.029,270.2,12.185,35.091
2581,1,2007-01-21 04:22:15.000513,-38.507,76.029,280.1,12.153,35.087
2582,1,2007-01-21 04:22:15.000513,-38.507,76.029,290.4,12.109,35.08
2583,1,2007-01-21 04:22:15.000513,-38.507,76.029,300.4,12.065,35.074
2584,1,2007-01-21 04:22:15.000513,-38.507,76.029,310.4,12.033,35.069
2585,1,2007-01-21 04:22:15.000513,-38.507,76.029,319.9,11.995,35.064
2586,1,2007-01-21 04:22:15.000513,-38.507,76.029,330.0,11.96,35.058
2587,1,2007-01-21 04:22:15.000513,-38.507,76.029,340.1,11.912,35.051
2588,1,2007-01-21 04:22:15.000513,-38.507,76.029,349.2,11.873,35.045
2589,1,2007-01-21 04:22:15.000513,-38.507,76.029,360.6,11.852,35.045
2590,1,2007-01-21 04:22:15.000513,-38.507,76.029,380.5,11.753,35.025
2591,1,2007-01-21 04:22:15.000513,-38.507,76.029,400.5,11.684,35.014
2592,1,2007-01-21 04:22:15.000513,-38.507,76.029,449.8,11.465,34.982
2593,1,2007-01-21 04:22:15.000513,-38.507,76.029,500.2,11.219,34.949
2594,1,2007-01-21 04:22:15.000513,-38.507,76.029,550.2,10.888,34.902
2595,1,2007-01-21 04:22:15.000513,-38.507,76.029,599.6,10.478,34.844
2596,1,2007-01-21 04:22:15.000513,-38.507,76.029,650.2,10.015,34.784
2597,1,2007-01-21 04:22:15.000513,-38.507,76.029,699.9,9.494,34.72
2598,1,2007-01-21 04:22:15.000513,-38.507,76.029,749.9,8.91,34.652
2599,1,2007-01-21 04:22:15.000513,-38.507,76.029,800.4,8.119,34.572
2600,1,2007-01-21 04:22:15.000513,-38.507,76.029,850.2,7.385,34.513
2601,1,2007-01-21 04:22:15.000513,-38.507,76.029,900.0,6.749,34.459
2602,1,2007-01-21 04:22:15.000513,-38.507,76.029,949.8,6.028,34.406
2603,1,2007-01-21 04:22:15.000513,-38.507,76.029,1000.1,5.486,34.373
2604,1,2007-01-21 04:22:15.000513,-38.507,76.029,1050.1,5.078,34.353
2605,1,2007-01-21 04:22:15.000513,-38.507,76.029,1099.8,4.684,34.346
2606,1,2007-01-21 04:22:15.000513,-38.507,76.029,1150.2,4.369,34.348
2607,1,2007-01-21 04:22:15.000513,-38.507,76.029,1200.3,4.008,34.36
2608,1,2007-01-21 04:22:15.000513,-38.507,76.029,1250.1,3.781,34.386
2609,1,2007-01-21 04:22:15.000513,-38.507,76.029,1300.3,3.637,34.402
2610,1,2007-01-21 04:22:15.000513,-38.507,76.029,1350.0,3.502,34.42
2611,1,2007-01-21 04:22:15.000513,-38.507,76.029,1399.8,3.39,34.439
2612,1,2007-01-21 04:22:15.000513,-38.507,76.029,1449.8,3.293,34.455
2613,1,2007-01-21 04:22:15.000513,-38.507,76.029,1500.2,3.155,34.483
2614,1,2007-01-21 04:22:15.000513,-38.507,76.029,1550.0,3.046,34.509
2615,1,2007-01-21 04:22:15.000513,-38.507,76.029,1599.8,2.945,34.536
2616,1,2007-01-21 04:22:15.000513,-38.507,76.029,1650.4,2.87,34.559
2617,1,2007-01-21 04:22:15.000513,-38.507,76.029,1700.5,2.817,34.577
2618,1,2007-01-21 04:22:15.000513,-38.507,76.029,1749.7,2.752,34.599
2619,1,2007-01-21 04:22:15.000513,-38.507,76.029,1799.9,2.713,34.612
2620,1,2007-01-21 04:22:15.000513,-38.507,76.029,1850.0,2.669,34.627
2621,1,2007-01-21 04:22:15.000513,-38.507,76.029,1899.6,2.616,34.644
2622,1,2007-01-21 04:22:15.000513,-38.507,76.029,1949.9,2.551,34.662
2623,1,2007-01-21 04:22:15.000513,-38.507,76.029,6.4,18.491,35.083
2624,1,2007-01-21 04:22:15.000513,-38.507,76.029,10.0,18.508,35.082
2625,1,2007-01-21 04:22:15.000513,-38.507,76.029,20.4,18.061,35.074
2626,1,2007-01-21 04:22:15.000513,-38.507,76.029,30.3,16.154,35.087
2627,1,2007-01-21 04:22:15.000513,-38.507,76.029,39.7,15.501,35.099
2628,1,2007-01-21 04:22:15.000513,-38.507,76.029,49.7,14.552,35.108
2629,1,2007-01-21 04:22:15.000513,-38.507,76.029,59.8,14.4,35.142
2630,1,2007-01-21 04:22:15.000513,-38.507,76.029,69.7,13.904,35.154
2631,1,2007-01-21 04:22:15.000513,-38.507,76.029,79.9,13.651,35.162
2632,1,2007-01-21 04:22:15.000513,-38.507,76.029,89.5,13.381,35.175
2633,1,2007-01-21 04:22:15.000513,-38.507,76.029,99.6,13.027,35.132
2634,1,2007-01-21 04:22:15.000513,-38.507,76.029,110.2,12.876,35.128
2635,1,2007-01-21 04:22:15.000513,-38.507,76.029,120.6,12.711,35.121
2636,1,2007-01-21 04:22:15.000513,-38.507,76.029,130.4,12.657,35.129
2637,1,2007-01-21 04:22:15.000513,-38.507,76.029,140.6,12.631,35.136
2638,1,2007-01-21 04:22:15.000513,-38.507,76.029,150.5,12.594,35.139
2639,1,2007-01-21 04:22:15.000513,-38.507,76.029,160.1,12.534,35.132
2640,1,2007-01-21 04:22:15.000513,-38.507,76.029,170.2,12.511,35.13
2641,1,2007-01-21 04:22:15.000513,-38.507,76.029,180.5,12.506,35.135
2642,1,2007-01-21 04:22:15.000513,-38.507,76.029,190.5,12.513,35.14
2643,1,2007-01-21 04:22:15.000513,-38.507,76.029,200.2,12.497,35.139
2644,1,2007-01-21 04:22:15.000513,-38.507,76.029,210.4,12.44,35.129
2645,1,2007-01-21 04:22:15.000513,-38.507,76.029,220.3,12.435,35.13
2646,1,2007-01-21 04:22:15.000513,-38.507,76.029,230.2,12.382,35.121
2647,1,2007-01-21 04:22:15.000513,-38.507,76.029,240.0,12.328,35.112
2648,1,2007-01-21 04:22:15.000513,-38.507,76.029,250.2,12.276,35.104
2649,1,2007-01-21 04:22:15.000513,-38.507,76.029,260.0,12.228,35.097
2650,1,2007-01-21 04:22:15.000513,-38.507,76.029,270.2,12.185,35.091
2651,1,2007-01-21 04:22:15.000513,-38.507,76.029,280.1,12.153,35.087
2652,1,2007-01-21 04:22:15.000513,-38.507,76.029,290.4,12.109,35.08
2653,1,2007-01-21 04:22:15.000513,-38.507,76.029,300.4,12.065,35.074
2654,1,2007-01-21 04:22:15.000513,-38.507,76.029,310.4,12.033,35.069
2655,1,2007-01-21 04:22:15.000513,-38.507,76.029,319.9,11.995,35.064
2656,1,2007-01-21 04:22:15.000513,-38.507,76.029,330.0,11.96,35.058
2657,1,2007-01-21 04:22:15.000513,-38.507,76.029,340.1,11.912,35.051
2658,1,2007-01-21 04:22:15.000513,-38.507,76.029,349.2,11.873,35.045
2659,1,2007-01-21 04:22:15.000513,-38.507,76.029,360.6,11.852,35.045
2660,1,2007-01-21 04:22:15.000513,-38.507,76.029,380.5,11.753,35.025
2661,1,2007-01-21 04:22:15.000513,-38.507,76.029,400.5,11.684,35.014
2662,1,2007-01-21 04:22:15.000513,-38.507,76.029,449.8,11.465,34.982
2663,1,2007-01-21 04:22:15.000513,-38.507,76.029,500.2,11.219,34.949
2664,1,2007-01-21 04:22:15.000513,-38.507,76.029,550.2,10.888,34.902
2665,1,2007-01-21 04:22:15.000513,-38.507,76.029,599.6,10.478,34.844
2666,1,2007-01-21 04:22:15.000513,-38.507,76.029,650.2,10.015,34.784
2667,1,2007-01-21 04:22:15.000513,-38.507,76.029,699.9,9.494,34.72
2668,1,2007-01-21 04:22:15.000513,-38.507,76.029,749.9,8.91,34.652
2669,1,2007-01-21 04:22:15.000513,-38.507,76.029,800.4,8.119,34.572
2670,1,2007-01-21 04:22:15.000513,-38.507,76.029,850.2,7.385,34.513
2671,1,2007-01-21 04:22:15.000513,-38.507,76.029,900.0,6.749,34.459
2672,1,2007-01-21 04:22:15.000513,-38.507,76.029,949.8,6.028,34.406
2673,1,2007-01-21 04:22:15.000513,-38.507,76.029,1000.1,5.486,34.373
2674,1,2007-01-21 04:22:15.000513,-38.507,76.029,1050.1,5.078,34.353
2675,1,2007-01-21 04:22:15.000513,-38.507,76.029,1099.8,4.684,34.346
2676,1,2007-01-21 04:22:15.000513,-38.507,76.029,1150.2,4.369,34.348
2677,1,2007-01-21 04:22:15.000513,-38.507,76.029,1200.3,4.008,34.36
2678,1,2007-01-21 04:22:15.000513,-38.507,76.029,1250.1,3.781,34.386
2679,1,2007-01-21 04:22:15.000513,-38.507,76.029,1300.3,3.637,34.402
2680,1,2007-01-21 04:22:15.000513,-38.507,76.029,1350.0,3.502,34.42
2681,1,2007-01-21 04:22:15.000513,-38.507,76.029,1399.8,3.39,34.439
2682,1,2007-01-21 04:22:15.000513,-38.507,76.029,1449.8,3.293,34.455
2683,1,2007-01-21 04:22:15.000513,-38.507,76.029,1500.2,3.155,34.483
2684,1,2007-01-21 04:22:15.000513,-38.507,76.029,1550.0,3.046,34.509
2685,1,2007-01-21 04:22:15.000513,-38.507,76.029,1599.8,2.945,34.536
2686,1,2007-01-21 04:22:15.000513,-38.507,76.029,1650.4,2.87,34.559
2687,1,2007-01-21 04:22:15.000513,-38.507,76.029,1700.5,2.817,34.577
2688,1,2007-01-21 04:22:15.000513,-38.507,76.029,1749.7,2.752,34.599
2689,1,2007-01-21 04:22:15.000513,-38.507,76.029,1799.9,2.713,34.612
2690,1,2007-01-21 04:22:15.000513,-38.507,76.029,1850.0,2.669,34.627
2691,1,2007-01-21 04:22:15.000513,-38.507,76.029,1899.6,2.616,34.644
2692,1,2007-01-21 04:22:15.000513,-38.507,76.029,1949.9,2.551,34.662
2693,1,2007-01-21 04:22:15.000513,-38.507,76.029,6.4,18.491,35.083
2694,1,2007-01-21 04:22:15.000513,-38.507,76.029,10.0,18.508,35.082
2695,1,2007-01-21 04:22:15.000513,-38.507,76.029,20.4,18.061,35.074
2696,1,2007-01-21 04:22:15.000513,-38.507,76.029,30.3,16.154,35.087
2697,1,2007-01-21 04:22:15.000513,-38.507,76.029,39.7,15.501,35.099
2698,1,2007-01-21 04:22:15.000513,-38.507,76.029,49.7,14.552,35.108
2699,1,2007-01-21 04:22:15.000513,-38.507,76.029,59.8,14.4,35.142
2700,1,2007-01-21 04:22:15.000513,-38.507,76.029,69.7,13.904,35.154
2701,1,2007-01-21 04:22:15.000513,-38.507,76.029,79.9,13.651,35.162
2702,1,2007-01-21 04:22:15.000513,-38.507,76.029,89.5,13.381,35.175
2703,1,2007-01-21 04:22:15.000513,-38.507,76.029,99.6,13.027,35.132
2704,1,2007-01-21 04:22:15.000513,-38.507,76.029,110.2,12.876,35.128
2705,1,2007-01-21 04:22:15.000513,-38.507,76.029,120.6,12.711,35.121
2706,1,2007-01-21 04:22:15.000513,-38.507,76.029,130.4,12.657,35.129
2707,1,2007-01-21 04:22:15.000513,-38.507,76.029,140.6,12.631,35.136
2708,1,2007-01-21 04:22:15.000513,-38.507,76.029,150.5,12.594,35.139
2709,1,2007-01-21 04:22:15.000513,-38.507,76.029,160.1,12.534,35.132
2710,1,2007-01-21 04:22:15.000513,-38.507,76.029,170.2,12.511,35.13
2711,1,2007-01-21 04:22:15.000513,-38.507,76.029,180.5,12.506,35.135
2712,1,2007-01-21 04:22:15.000513,-38.507,76.029,190.5,12.513,35.14
2713,1,2007-01-21 04:22:15.000513,-38.507,76.029,200.2,12.497,35.139
2714,1,2007-01-21 04:22:15.000513,-38.507,76.029,210.4,12.44,35.129
2715,1,2007-01-21 04:22:15.000513,-38.507,76.029,220.3,12.435,35.13
2716,1,2007-01-21 04:22:15.000513,-38.507,76.029,230.2,12.382,35.121
2717,1,2007-01-21 04:22:15.000513,-38.507,76.029,240.0,12.328,35.112
2718,1,2007-01-21 04:22:15.000513,-38.507,76.029,250.2,12.276,35.104
2719,1,2007-01-21 04:22:15.000513,-38.507,76.029,260.0,12.228,35.097
